mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-65.6397,52.6268,114.0993,0.47,0.08,0.04,0.41,1.49,0.18
0.0198,0.0198,0.0381,0.09,0.67,0.32,0.05,1.33,0.19
-68.1392,53.3013,113.1075,0.52,0.06,0.04,0.12,1.55,0.22
-71.3527,57.229,112.4971,0.1,0.63,0.58,0.08,1.22,0.23
0.0198,0.0198,0.0381,0.52,0.26,0.05,0.08,1.51,0.25
-67.8218,49.453,112.8023,0.19,0.5,0.09,0.05,1.53,0.18
-63.6164,55.1263,112.1157,0.08,0.04,0.72,0.21,1.41,0.16
-64.2908,52.9839,113.8705,0.28,0.08,0.04,0.43,1.55,0.14
-66.0761,56.5545,113.2601,0.05,0.56,0.22,0.05,1.5,0.14
0.0198,0.0198,0.0381,0.06,0.58,0.38,0.05,1.42,0.12
0.0198,0.0198,0.0381,0.16,0.04,1.24,0.45,0.7,0.16
-67.0283,50.7622,116.4645,0.83,0.22,0.1,0.04,1.09,0.14
-65.6001,51.4366,115.8541,0.08,0.65,0.67,0.1,1.05,0.13
-64.5289,50.4051,116.6171,0.71,0.34,0.1,0.04,1.22,0.13
-65.9571,55.7214,117.0748,0.4,0.58,0.08,0.06,1.26,0.12
-70.5592,56.3958,115.9304,0.18,0.72,0.06,0.08,1.18,0.1
0.0198,0.0198,0.0381,0.44,0.05,0.04,0.41,1.44,0.12
0.0198,0.0198,0.0381,0.05,0.83,0.14,0.08,1.13,0.1
-69.4881,52.5872,114.8623,0.05,0.72,0.27,0.06,1.2,0.12
-67.068,50.4448,113.9467,0.69,0.08,0.06,0.04,1.37,0.12
-66.7109,53.9757,113.7179,0.5,0.17,0.05,0.04,1.5,0.13
-64.9653,55.0469,112.726,0.08,0.4,0.76,0.05,1.23,0.13
-67.068,58.9349,114.786,0.06,0.05,0.21,0.63,1.4,0.13
-68.1788,58.2605,111.0475,0.1,0.3,0.79,0.06,1.31,0.21
-72.0272,50.5241,112.4971,0.1,0.63,0.06,0.09,1.42,0.25
-68.1788,52.6268,110.8186,0.09,0.06,0.61,0.25,1.51,0.25
0.0198,0.0198,0.0381,0.09,0.61,0.23,0.08,1.49,0.26
-69.25,56.5545,112.4208,0.06,0.45,0.71,0.06,1.32,0.21
-68.1788,57.586,113.489,0.1,0.04,0.25,0.57,1.55,0.17
0.0198,0.0198,0.0381,0.3,0.52,0.04,0.05,1.5,0.17
-71.7098,56.1578,111.429,0.05,0.26,0.83,0.06,1.31,0.16
0.0198,0.0198,0.0381,0.14,0.66,0.04,0.05,1.37,0.13
-69.25,50.8812,111.2764,0.04,0.05,0.7,0.14,1.44,0.13
-66.4332,49.453,113.4127,0.09,0.63,0.13,0.04,1.44,0.12
-64.6479,51.5953,112.0394,0.04,0.05,0.62,0.41,1.42,0.12
-66.8299,52.3095,113.1075,0.05,0.16,0.94,0.25,1.23,0.16
-64.3305,50.6035,113.9467,0.05,0.19,0.93,0.48,1.11,0.18
-64.7272,54.1344,114.4045,0.04,0.17,0.79,0.71,1.05,0.25
-69.012,53.3806,115.7778,0.27,0.79,0.78,0.04,0.94,0.23
0.0198,0.0198,0.0381,0.09,0.06,0.76,0.27,1.37,0.18
-70.7179,55.4833,112.9549,0.36,0.04,0.05,0.17,1.66,0.18
-74.5663,54.0551,112.6497,0.12,0.71,0.32,0.08,1.28,0.18
-70.7179,55.4833,112.0394,0.08,0.05,0.57,0.39,1.49,0.19
-69.6864,50.2068,112.4208,0.09,0.62,0.5,0.06,1.33,0.19
-66.8299,49.453,111.7342,0.05,0.05,0.25,0.62,1.51,0.19
-63.6561,48.1041,111.7342,0.08,0.39,0.65,0.04,1.41,0.18
-64.3305,51.9524,112.1157,0.1,0.06,0.1,0.72,1.4,0.18
-62.9023,50.6035,113.1838,0.43,0.41,0.04,0.09,1.53,0.18
0.0198,0.0198,0.0381,0.09,0.21,0.94,0.04,1.23,0.18
-67.187,57.2686,113.6416,0.16,0.66,0.03,0.08,1.37,0.19
-68.2582,59.7681,112.2683,0.09,0.1,1.06,0.26,1.09,0.21
-67.8614,56.5942,113.7179,0.34,0.03,0.08,0.54,1.53,0.21
-71.7891,56.2371,115.3964,0.16,0.85,0.16,0.08,1.16,0.18
-70.7179,55.5627,111.6579,0.05,0.09,0.92,0.32,1.23,0.19
-70.7179,51.635,114.786,0.67,0.03,0.08,0.26,1.46,0.17
-71.4717,49.1752,113.4127,0.16,0.87,0.36,0.05,1.11,0.18
-71.1147,51.2779,113.1075,0.04,0.09,0.61,0.6,1.35,0.18
-66.1555,47.3503,114.1756,0.83,0.13,0.06,0.17,1.24,0.17
-68.2582,48.4611,114.1756,0.17,0.76,0.53,0.04,1.16,0.18
-64.0528,51.635,113.9467,0.03,0.1,0.47,0.87,1.16,0.19
-64.0528,48.4611,113.9467,0.84,0.27,0.05,0.17,1.23,0.19
-62.9816,51.2779,113.2601,0.16,0.57,0.94,0.03,1.07,0.19
-61.1963,52.7062,115.3964,0.06,0.08,0.22,1.02,1.06,0.22
-63.3387,54.1344,115.3964,0.66,0.54,0.03,0.14,1.31,0.21
-64.4099,55.5627,113.4127,0.14,0.34,1.27,0.01,0.84,0.21
-65.8381,56.2371,116.846,0.12,0.06,0.14,0.97,1.19,0.25
-65.8381,53.0632,117.2274,0.52,0.75,0.03,0.14,1.14,0.21
-68.6152,55.1659,113.7942,0.13,0.21,1.36,0.06,0.74,0.25
-69.369,54.1344,116.9986,0.48,0.04,0.12,0.76,1.27,0.23
-71.4717,52.7459,117.38,0.19,1.1,0.03,0.12,0.83,0.22
-67.9408,49.1752,116.7697,0.87,0.03,0.1,0.47,1.1,0.21
-70.0435,49.5323,116.4645,0.16,1.15,0.17,0.09,0.78,0.21
-66.1952,46.7552,116.9223,1.06,0.03,0.09,0.16,0.91,0.19
-66.1952,47.4296,116.9986,0.13,0.98,0.56,0.05,0.88,0.19
-60.4822,47.4296,118.3719,1.07,0.21,0.06,0.1,0.89,0.18
-61.236,50.9606,119.3637,0.97,0.41,0.05,0.08,0.93,0.16
-65.5207,55.9197,117.9141,0.08,0.54,1.29,0.03,0.44,0.14
-65.5207,53.4203,121.1185,0.71,0.75,0.03,0.06,0.82,0.12
0.0198,0.0198,0.0381,0.1,0.01,1.33,0.62,0.16,0.1
-61.1963,53.1426,123.1785,0.13,0.03,1.09,0.87,0.17,0.12
-61.5534,52.7459,122.3392,0.17,0.04,0.63,1.19,0.22,0.12
-63.6561,54.8089,115.7015,0.58,0.21,0.03,0.08,1.51,0.14
-68.2582,58.0224,115.7778,0.04,0.05,0.22,0.78,1.33,0.14
-69.2897,54.1344,116.083,0.49,0.57,0.03,0.08,1.31,0.13
-70.0435,55.1659,113.7179,0.08,0.3,1.13,0.04,0.96,0.13
-69.012,54.1344,115.7778,0.23,0.04,0.08,0.71,1.4,0.13
-71.4717,53.0632,116.1593,0.4,0.76,0.03,0.08,1.1,0.12
-69.6864,51.635,114.1756,0.06,0.12,1.07,0.1,1.09,0.13
-68.2582,52.3095,115.6252,0.57,0.03,0.09,0.58,1.31,0.12
0.0198,0.0198,0.0381,0.1,0.91,0.03,0.06,1.09,0.12
-66.8696,50.6035,114.2519,0.05,0.08,0.92,0.44,1.13,0.13
0.0198,0.0198,0.0381,0.8,0.03,0.08,0.39,1.14,0.13
-64.0528,49.8894,116.3882,0.1,0.89,0.22,0.06,1.11,0.13
-62.2278,53.7377,115.7015,0.05,0.09,0.84,0.7,0.91,0.13
-62.6246,49.1752,116.3882,0.85,0.03,0.06,0.21,1.15,0.13
-64.7272,53.7377,114.7097,0.1,0.82,0.65,0.05,0.96,0.12
-64.0528,54.1344,115.8541,0.05,0.08,0.56,0.97,0.84,0.13
-64.4099,54.1344,117.9904,0.8,0.26,0.05,0.09,1.22,0.12
-67.9408,54.8486,118.677,0.04,0.08,0.39,0.98,0.97,0.13
-68.2979,53.0632,117.0748,0.78,0.48,0.05,0.12,1.06,0.12
-69.7261,53.0632,114.7097,0.12,0.53,1.22,0.04,0.6,0.12
-69.7261,53.817,118.143,0.13,0.06,0.1,1,1.06,0.14
-69.012,49.2149,117.8378,0.65,0.84,0.04,0.12,0.75,0.13
-69.012,51.3176,115.4726,0.1,0.18,1.37,0.03,0.65,0.14
-65.8381,50.6035,117.9904,0.45,0.06,0.12,0.97,0.89,0.14
-67.6234,47.0329,117.9904,0.47,1.02,0.04,0.1,0.7,0.14
-64.4099,51.7144,116.3119,0.09,0.1,1.32,0.34,0.67,0.16
-63.7354,49.8894,118.3719,0.84,0.04,0.1,0.7,0.74,0.16
-63.3387,48.4611,119.8215,0.12,1.14,0.12,0.08,0.76,0.16
-62.6642,50.6432,116.7697,0.06,0.1,1.1,0.69,0.53,0.16
-59.8077,49.6117,118.9822,1.07,0.03,0.08,0.53,0.74,0.16
-63.7354,50.9606,118.9822,0.13,1.14,0.36,0.05,0,0.14
-62.6642,54.5708,117.9904,0.05,0.09,0.94,0.92,0.36,0.16
-62.3072,52.0714,121.5,1.14,0.03,0.05,0.1,0.79,0.16
-66.5919,54.1741,118.677,0.12,1.04,0.79,0.04,0.35,0.13
0.0198,0.0198,0.0381,0.04,0.06,0.56,1.2,0.4,0.14
-65.1637,53.4997,121.9577,1.13,0.38,0.04,0.09,0.7,0.12
-68.6946,56.2768,120.2792,0.09,0.87,1.04,0.03,0.16,0.12
-68.0201,51.3176,123.1785,1.06,0.57,0.03,0.09,0.53,0.09
0.0198,0.0198,0.0381,0,1.1,0.74,0.08,0.01,0.1
0.0198,0.0198,0.0381,0.01,0.85,1.04,0.08,0.08,0.05
0.0198,0.0198,0.0381,1.11,0.61,0.08,0,0.23,0.05
0.0198,0.0198,0.0381,0.04,0.39,1.33,0.08,0.14,0.05
-66.3935,50.6035,121.6526,0.83,0.83,0.08,0.01,0.36,0.05
0.0198,0.0198,0.0381,0.05,0.14,1.55,0.08,0.14,0.06
0.0198,0.0198,0.0381,0.61,0.06,0,1.14,0.31,0.05
0.0198,0.0198,0.0381,0.39,1.11,0.08,0.03,0.49,0.06
0.0198,0.0198,0.0381,0.76,0.06,0.01,0.91,0.52,0.05
-66.4332,56.9512,122.034,0.01,1.23,0.08,0.04,0.47,0.06
0.0198,0.0198,0.0381,0.06,0,1.36,0.53,0.17,0.06
0.0198,0.0198,0.0381,1,0.06,0.03,0.47,0.71,0.06
-71.3924,51.9921,120.0504,0.08,0.03,0.57,1.05,0.62,0.08
-70.6783,51.0002,121.1185,1.15,0.34,0.05,0.01,0.62,0.09
0.0198,0.0198,0.0381,0.03,0.71,1.07,0.06,0.48,0.09
-68.5756,50.2861,120.5844,0.09,0.04,0.23,1.18,0.7,0.1
-68.9326,50.6432,120.2792,1,0.53,0.06,0.01,0.65,0.12
-64.7272,49.2149,117.38,0.04,0.44,1.27,0.08,0.61,0.12
-65.7588,48.5405,120.3555,0.27,0.05,0.01,1.19,0.63,0.13
-62.6246,54.1741,118.143,0.08,0.05,1.44,0.16,0.53,0.16
-63.6561,51.397,120.5844,0.48,0.08,0.01,1.06,0.71,0.14
-65.7588,55.2453,120.2792,0.34,0.96,0.09,0.04,0.89,0.17
-63.6164,52.3095,116.846,0.48,0.04,0.04,0.38,1.57,0.14
-67.5044,48.1041,115.0912,0.06,0.18,0.85,0.01,1.32,0.13
-65.0446,50.8812,116.5408,0.43,0.03,0.1,0.62,1.37,0.13
-65.4017,52.9839,115.1675,0.05,0.12,0.94,0.26,1.2,0.14
-60.7996,49.8497,116.9986,0.57,0.03,0.09,0.6,1.31,0.16
-64.7272,51.9524,117.6852,0.14,0.75,0.18,0.05,1.28,0.14
-62.9023,53.7377,116.9986,0.05,0.1,0.89,0.56,1.02,0.16
-69.2897,55.1659,116.4645,0.12,0.79,0.72,0.04,0.92,0.14
-71.1147,56.5942,118.9059,0.03,0.06,0.45,0.79,1.22,0.14
-70.3609,53.0632,116.9223,0.1,0.58,1.02,0.03,0.85,0.14
-69.2897,51.9921,119.3637,0.03,0.06,0.14,0.91,1.2,0.13
-67.187,48.4611,118.677,0.74,0.58,0.04,0.12,0.98,0.13
-68.2582,50.2068,116.3882,0.1,0.32,1.15,0.01,0.92,0.14
0.0198,0.0198,0.0381,1.05,0.09,0.06,0.48,0.62,0.16
-63.6561,55.2453,116.083,0.16,0.09,0.23,1.22,0.63,0.19
-67.187,57.348,116.3882,0.85,0.47,0.09,0.03,0.98,0.22
-70.7179,57.348,116.5408,0.18,0.09,0.09,1.06,0.94,0.21
-73.2174,53.4997,116.3882,0.53,0.1,0.01,0.75,1.14,0.22
-65.1637,47.1916,114.786,0.96,0.19,0.06,0.31,1.01,0.19
0.0198,0.0198,0.0381,0.03,0.87,0.48,0.1,1.09,0.21
0.0198,0.0198,0.0381,0.23,0.05,0.48,0.88,1.02,0.14
-67.8614,58.0224,120.5081,0.05,1.14,0.1,0.05,0.69,0.09
-64.7272,58.3795,118.9822,0.08,0.03,1.22,0.6,0.38,0.08
-69.6864,60.1251,120.3555,0.04,1.15,0.35,0.06,0.57,0.09
-70.7179,56.2768,118.5245,0.04,0.96,0.74,0.08,0.52,0.09
0.0198,0.0198,0.0381,0.08,0.05,0.12,1.04,0.92,0.09
-65.0843,51.7144,116.3119,0.06,0.25,1.2,0.08,0.83,0.09
-62.6642,52.0714,115.4726,0.06,0.01,1.24,0.21,0.8,0.1
-64.4099,57.0306,116.0067,0.08,0.03,1.15,0.45,0.74,0.09
-68.6946,58.1018,116.4645,0.08,0.03,0.96,0.57,0.89,0.1
-69.369,52.1508,114.0993,0.04,0.66,0.75,0.08,1.02,0.14
-66.1952,50.0084,113.9467,0.05,0.27,0.94,0.09,1.15,0.17
-62.3468,53.9361,113.4127,0.08,0.05,1.06,0.19,1.09,0.22
-67.5837,46.7948,119.6689,0.08,0.05,0.21,0.96,1.02,0.1
-64.7669,51.7144,116.5408,0.05,0.34,1.05,0.06,0.97,0.12
-65.4414,50.6432,119.9741,0.44,0.66,0.06,0.03,1.18,0.13
-64.0528,54.9279,116.083,0.06,0.01,1.19,0.21,0.91,0.14
-66.1952,54.5708,119.44,0.12,0.79,0.08,0.04,1.19,0.16
-65.1637,59.53,117.1511,0.09,0.01,1.18,0.4,0.84,0.16
-70.0435,57.0306,119.6689,0.03,0.91,0.36,0.06,1.04,0.18
-70.0435,55.285,117.0748,0.12,0.03,0.85,0.6,1.05,0.14
-71.1147,57.0306,116.846,0.03,0.84,0.54,0.09,1.02,0.17
0.0198,0.0198,0.0381,0.16,0.03,0.5,0.63,1.28,0.14
-69.0517,53.1823,116.3119,0.03,0.6,0.72,0.13,1.13,0.14
-68.2979,48.9769,117.0748,0.16,0.05,0.01,0.71,1.35,0.14
-69.0517,50.0084,117.6852,0.6,0.5,0.12,0.03,1.28,0.13
-65.5207,51.0796,115.7778,0.04,0.31,0.8,0.13,1.24,0.13
-64.0925,49.2943,117.5326,0.21,0.06,0.01,0.74,1.28,0.12
0.0198,0.0198,0.0381,0.31,0.54,0.1,0.03,1.41,0.12
-63.7751,55.285,115.6252,0.06,0.03,0.91,0.23,1.22,0.13
-64.0925,54.2535,118.3719,0.31,0.08,0.01,0.58,1.4,0.12
-65.8778,55.6817,117.6852,0.05,0.63,0.19,0.04,1.41,0.13
-65.5207,56.0388,116.3882,0.08,0.03,0.92,0.3,1.19,0.14
-67.306,57.3877,117.7615,0.32,0.06,0.01,0.38,1.55,0.14
-68.7343,58.8159,115.3201,0.09,0.03,0.71,0.4,1.32,0.17
-72.2255,54.9676,116.6934,0.49,0.12,0.03,0.05,1.57,0.18
-70.1228,54.2535,115.3964,0.1,0.03,0.34,0.53,1.51,0.19
-70.4799,50.0084,116.3882,0.57,0.27,0.05,0.05,1.48,0.21
-68.0201,49.3339,115.1675,0.12,0.04,0.1,0.58,1.54,0.21
-67.306,48.9769,115.6252,0.41,0.41,0.08,0.04,1.51,0.22
0.0198,0.0198,0.0381,0.22,0.06,0.04,0.6,1.51,0.25
-65.2033,53.579,114.4045,0.16,0.45,0.08,0.04,1.59,0.26
-65.2033,54.9676,114.4808,0.27,0.08,0.04,0.47,1.59,0.3
0.0198,0.0198,0.0381,0.13,0.6,0.3,0.06,1.51,0.31
-70.837,56.7926,114.2519,0.34,0.09,0.04,0.14,1.7,0.32
0.0198,0.0198,0.0381,0.36,0.43,0.09,0.08,1.57,0.32
-64.0925,58.1018,116.6934,0.09,0.5,0.8,0.1,1.15,0.23
-68.6946,60.2441,120.1266,0.36,0.43,0.08,0.04,1.5,0.23
-68.2979,58.1018,116.7697,0.1,0.34,0.97,0.16,1.07,0.19
-71.8288,55.9594,119.5163,0.17,0.09,0.01,0.57,1.5,0.18
-72.2255,56.7132,118.2193,0.19,0.66,0.1,0.05,1.35,0.18
-70.4799,56.3561,116.9223,0.1,0.21,0.91,0.14,1.19,0.14
-70.1228,52.1508,119.0585,0.28,0.09,0.03,0.43,1.54,0.16
-72.2255,53.1823,119.3637,0.08,0.71,0.12,0.08,1.27,0.14
0.0198,0.0198,0.0381,0.1,0.01,0.67,0.27,1.41,0.13
-69.4087,50.0084,117.8378,0.58,0.09,0.05,0.21,1.46,0.13
0.0198,0.0198,0.0381,0.03,0.62,0.21,0.06,1.41,0.12
-64.1718,49.3339,117.3037,0.09,0.03,0.47,0.49,1.44,0.12
-63.7751,52.8649,116.6934,0.03,0.05,0.48,0.06,1.49,0.12
-63.418,51.4366,118.0667,0.1,0.04,0.34,0.63,1.38,0.1
-62.7436,54.9676,117.6852,0.35,0.18,0.05,0.01,1.62,0.1
-65.2033,58.1415,116.7697,0.04,0.26,0.75,0.06,1.37,0.12
-66.2745,59.2126,118.143,0.12,0.04,0.28,0.6,1.45,0.1
-69.131,59.2126,118.6007,0.17,0.39,0.04,0.03,1.6,0.12
-69.131,60.2441,116.3119,0.04,0.21,0.83,0.08,1.29,0.12
-71.2337,57.1099,118.677,0.12,0.04,0.09,0.39,1.64,0.1
-73.3364,56.0388,118.677,0.05,0.61,0.06,0.03,1.46,0.12
-71.5908,53.9361,116.7697,0.04,0.01,0.67,0.1,1.44,0.1
-72.2652,52.8649,117.4563,0.22,0.04,0.01,0.21,1.68,0.1
-70.5592,53.2616,117.4563,0.05,0.61,0.14,0.04,1.46,0.12
-70.5592,50.7622,115.8541,0.05,0.01,0.47,0.23,1.59,0.12
-69.4881,48.6595,116.6171,0.43,0.06,0.03,0.12,1.6,0.13
-67.0283,49.7307,115.9304,0.04,0.45,0.31,0.04,1.57,0.13
-63.1006,49.7307,116.3119,0.06,0.03,0.27,0.49,1.58,0.13
0.0198,0.0198,0.0381,0.38,0.1,0.03,0.08,1.63,0.14
-63.8544,54.2931,115.3964,0.05,0.23,0.49,0.04,1.58,0.14
-63.1006,52.5872,116.7697,0.08,0.04,0.22,0.54,1.55,0.16
-64.8859,53.6187,116.7697,0.17,0.21,0.03,0.04,1.7,0.16
0.0198,0.0198,0.0381,0.1,0.04,0.16,0.41,1.67,0.19
0.0198,0.0198,0.0381,0.14,0.4,0.12,0.05,1.63,0.19
-71.2337,56.1181,116.2356,0.17,0.03,0.04,0.23,1.72,0.21
0.0198,0.0198,0.0381,0.12,0.6,0.23,0.06,1.49,0.23
-71.5908,50.7622,115.0149,0.34,0.13,0.04,0.12,1.67,0.23
0.0198,0.0198,0.0381,0.1,0.53,0.31,0.05,1.55,0.25
-66.7109,49.0166,114.0993,0.39,0.18,0.05,0.1,1.64,0.26
0.0198,0.0198,0.0381,0.09,0.26,0.45,0.05,1.63,0.26
-63.537,50.0877,113.7942,0.21,0.25,0.04,0.08,1.7,0.27
0.0198,0.0198,0.0381,0.16,0.4,0.14,0.08,1.66,0.27
-72.0272,54.3725,114.4045,0.13,0.6,0.41,0.08,1.44,0.27
-72.6619,53.579,116.0067,0.08,0.26,0.72,0.14,1.42,0.3
-70.1625,52.8649,117.38,0.27,0.06,0.04,0.39,1.64,0.31
-71.5908,48.9769,117.4563,0.21,0.62,0.12,0.06,1.49,0.34
0.0198,0.0198,0.0381,0.09,0.04,0.61,0.25,1.55,0.32
-66.6316,50.0877,116.3119,0.05,0.53,0.27,0.06,1.59,0.32
-63.4577,50.4051,116.0067,0.12,0.05,0.43,0.52,1.55,0.32
0.0198,0.0198,0.0381,0.05,0.34,0.47,0.06,1.62,0.3
0.0198,0.0198,0.0381,0.17,0.05,0.39,0.57,1.51,0.26
-65.2827,56.3958,118.143,0.21,0.21,0.05,0.05,1.71,0.23
0.0198,0.0198,0.0381,0.06,0.25,0.66,0.1,1.48,0.25
-66.3142,58.5779,118.2956,0.19,0.05,0.3,0.45,1.59,0.18
-70.2419,59.2523,116.9986,0.05,0.25,0.7,0.13,1.42,0.18
0.0198,0.0198,0.0381,0.16,0.04,0.13,0.26,1.72,0.14
-73.3761,54.6899,118.3719,0.09,0.56,0.13,0.04,1.54,0.17
-71.5908,55.0469,117.0748,0.05,0.1,0.56,0.13,1.58,0.14
-72.7016,50.7622,118.8296,0.25,0.05,0.01,0.13,1.71,0.13
0.0198,0.0198,0.0381,0.05,0.5,0.22,0.04,1.58,0.14
-69.1707,50.0877,117.2274,0.05,0.01,0.38,0.22,1.68,0.12
-67.068,49.7704,116.6171,0.04,0.34,0.28,0.03,1.66,0.12
0.0198,0.0198,0.0381,0.05,0.03,0.25,0.45,1.63,0.13
-63.8544,53.3013,116.6934,0.04,0.18,0.53,0.03,1.59,0.13
0.0198,0.0198,0.0381,0.06,0.03,0.17,0.53,1.59,0.14
-66.0365,55.7214,118.4482,0.18,0.22,0.01,0.04,1.71,0.12
0.0198,0.0198,0.0381,0.05,0.09,0.69,0.09,1.49,0.14
-66.3142,56.1181,118.9059,0.09,0.01,0.14,0.36,1.71,0.13
-69.1707,58.9349,118.6007,0.13,0.48,0.22,0.04,1.59,0.13
-69.8451,57.9034,116.9223,0.04,0.05,0.66,0.14,1.53,0.16
-71.6701,54.7295,118.677,0.17,0.05,0.03,0.16,1.73,0.13
0.0198,0.0198,0.0381,0.1,0.61,0.25,0.04,1.5,0.16
0.0198,0.0198,0.0381,0.04,0.04,0.52,0.19,1.63,0.16
0.0198,0.0198,0.0381,0.38,0.13,0.04,0.1,1.66,0.14
-72.7016,49.4133,117.0748,0.06,0.52,0.38,0.04,1.53,0.16
-66.7109,49.0166,115.7015,0.03,0.04,0.21,0.43,1.67,0.14
0.0198,0.0198,0.0381,0.4,0.26,0.04,0.06,1.6,0.16
-64.9653,50.4448,115.7015,0.06,0.23,0.5,0.03,1.6,0.14
0.0198,0.0198,0.0381,0.09,0.05,0.08,0.56,1.58,0.16
0.0198,0.0198,0.0381,0.19,0.28,0.03,0.06,1.68,0.14
0.0198,0.0198,0.0381,0.13,0.05,0.06,0.5,1.6,0.16
0.0198,0.0198,0.0381,0.1,0.44,0.17,0.06,1.62,0.16
0.0198,0.0198,0.0381,0.12,0.62,0.34,0.06,1.4,0.16
-71.3527,56.4752,117.0748,0.12,0.62,0.49,0.06,1.29,0.16
-69.9245,51.5953,115.7015,0.1,0.5,0.54,0.04,1.41,0.18
-65.3223,46.9932,116.1593,0.5,0.43,0.04,0.12,1.45,0.17
0.0198,0.0198,0.0381,0.08,0.13,0.72,0.03,1.42,0.17
-64.6479,51.5953,117.2274,0.31,0.52,0.03,0.09,1.51,0.18
0.0198,0.0198,0.0381,0.03,0.79,1.1,0.05,0.14,0.08
0.0198,0.0198,0.0381,0.08,0.03,0,1.36,0.28,0.06
0.0198,0.0198,0.0381,0.96,0.58,0.04,0.01,0.6,0.08
0.0198,0.0198,0.0381,0.04,0.4,1.45,0.06,0.05,0.09
-70.6783,56.2371,123.1785,0.26,0.04,0,1.22,0.58,0.08
0.0198,0.0198,0.0381,0.04,0.19,1.55,0.08,0.14,0.09
0.0198,0.0198,0.0381,0.03,1.24,0.26,0.05,0.44,0.13
0.0198,0.0198,0.0381,0.06,0.03,1.05,0.71,0.57,0.14
-66.0761,47.1122,119.3637,1.19,0.06,0.05,0.25,0.6,0.14
-65.0446,48.1834,118.0667,0.03,1.04,0.6,0.06,0.66,0.16
-62.9023,49.2149,118.4482,0.09,0.05,0.56,1.13,0.5,0.16
0.0198,0.0198,0.0381,0.05,0.66,1.09,0.08,0.58,0.17
-62.6246,54.4915,118.677,0.12,0.06,0.32,1.24,0.5,0.17
-66.8299,55.2453,120.3555,0.88,0.47,0.06,0.03,0.92,0.17
-64.0528,59.4507,116.4645,0.08,0.47,1.33,0.09,0.43,0.18
-66.8299,55.9197,120.1266,0.21,0.06,0.01,1.14,0.8,0.17
-70.0038,59.0936,120.2029,0.58,0.83,0.06,0.05,0.88,0.19
-68.9326,58.0224,116.6171,0.1,0.16,1.45,0.12,0.47,0.19
-71.3924,55.6023,119.2874,0.36,0.06,0.01,0.87,1.07,0.19
-72.4636,55.9197,119.6689,0.36,1.04,0.09,0.08,0.74,0.21
-71.3924,54.1741,116.083,0.1,0.01,1.29,0.28,0.72,0.18
-70.7179,51.397,118.143,0.79,0.09,0.04,0.53,1.05,0.19
0.0198,0.0198,0.0381,0.03,1.13,0.21,0.1,0.74,0.18
0.0198,0.0198,0.0381,0.12,0.03,0.87,0.63,0.93,0.17
-69.012,47.4693,117.6852,0.97,0.1,0.06,0.3,0.92,0.18
-66.8696,51.397,116.6934,0.03,0.93,0.45,0.09,0.94,0.17
-65.8381,50.7225,118.143,0.92,0.17,0.08,0.01,1.05,0.16
-61.6327,52.0714,115.9304,0.04,0.6,0.87,0.09,1,0.17
-64.7669,53.4997,118.9822,0.67,0.34,0.06,0.01,1.27,0.16
0.0198,0.0198,0.0381,0.06,0.45,1.13,0.09,0.84,0.18
-68.6946,58.1018,118.4482,0.45,0.69,0.08,0.03,1.2,0.18
-70.4005,54.9279,118.2193,0.36,0.06,0.01,0.65,1.35,0.14
-71.4717,57.0306,118.9822,0.12,0.96,0.1,0.04,1.05,0.18
0.0198,0.0198,0.0381,0.06,0.13,0.56,0.23,1.6,0.32
-62.4659,50.4448,117.38,0.23,0.06,0.06,0.41,1.67,0.32
-63.8941,54.7295,116.083,0.08,0.1,0.62,0.36,1.5,0.32
-64.9653,53.9757,118.0667,0.25,0.06,0.03,0.23,1.72,0.28
0.0198,0.0198,0.0381,0.09,0.05,0.52,0.43,1.57,0.28
-71.3527,56.8322,118.5245,0.26,0.25,0.01,0.13,1.7,0.25
-70.5989,53.9757,117.5326,0.08,0.03,0.31,0.38,1.7,0.23
-71.3527,51.873,119.2874,0.27,0.44,0.01,0.1,1.59,0.22
0.0198,0.0198,0.0381,0.06,0.23,0.61,0.05,1.51,0.23
-70.2815,53.3013,117.6852,0.16,0.03,0.09,0.39,1.7,0.19
0.0198,0.0198,0.0381,0.21,0.56,0.03,0.06,1.54,0.21
0.0198,0.0198,0.0381,0.04,0.09,0.58,0.17,1.59,0.19
-63.537,48.0247,117.0748,0.44,0.03,0.08,0.41,1.59,0.18
-66.0365,48.7388,117.7615,0.12,0.53,0.12,0.05,1.59,0.18
-62.4659,50.1671,117.1511,0.04,0.1,0.53,0.44,1.49,0.18
-62.8626,48.7388,118.5245,0.45,0.03,0.06,0.25,1.6,0.18
-64.9653,54.7295,117.2274,0.04,0.09,0.45,0.58,1.42,0.18
-63.6164,56.1578,119.3637,0.32,0.1,0.04,0.1,1.68,0.18
-68.1788,58.6572,118.677,0.05,0.08,0.4,0.58,1.48,0.21
-68.5756,55.4833,119.3637,0.28,0.35,0.03,0.12,1.6,0.18
-69.9245,57.9431,119.0585,0.08,0.05,0.14,0.53,1.6,0.21
-71.7098,52.6268,119.44,0.23,0.63,0.01,0.13,1.35,0.18
-68.5756,50.1671,118.143,0.3,0.03,0.12,0.45,1.58,0.21
-71.0353,51.9524,119.5926,0.13,0.71,0.01,0.1,1.28,0.21
